Order_ID,Order_Date,Customer_ID,Category,Sub_Category,Brand,Product_Name,Original_Price,Discount_Percent,Discount_Amount,Final_Price,Quantity,Total_Amount,City,Payment_Method,Order_Status,Rating,Customer_Segment,Year,Month,Month_Name,Quarter,Day_of_Week,Week
ORD100347,2025-05-16,CUST62198,Men,Shirts,Libas,Libas Shirts,1421,10,142.1,1278.9,1,1278.9,Kolkata,Net Banking,Delivered,5.0,Budget,2025,5,May,2,Friday,20
ORD100348,2025-11-02,CUST13748,Accessories,Bags,Adidas,Adidas Bags,3838,20,767.6,3070.4,1,3070.4,Hyderabad,Credit Card,Returned,,Mid-tier,2025,11,November,4,Sunday,44
ORD100349,2025-05-23,CUST75901,Kids,Toys,Libas,Libas Toys,888,20,177.6,710.4,1,710.4,Chandigarh,UPI,Delivered,4.0,Budget,2025,5,May,2,Friday,21
ORD100350,2025-02-26,CUST48437,Women,Tops,H&M,H&M Tops,1686,0,0.0,1686.0,1,1686.0,Chandigarh,Wallet,Delivered,5.0,Budget,2025,2,February,1,Wednesday,9
ORD100351,2025-02-10,CUST94748,Women,Jeans,Biba,Biba Jeans,1657,0,0.0,1657.0,1,1657.0,Mumbai,Wallet,Returned,,Budget,2025,2,February,1,Monday,7
ORD100352,2025-10-11,CUST27375,Men,Jeans,Puma,Puma Jeans,2237,30,671.1,1565.9,1,1565.9,Chennai,Credit Card,Delivered,5.0,Budget,2025,10,October,4,Saturday,41
ORD100353,2025-12-01,CUST80014,Kids,Toys,Mast & Harbour,Mast & Harbour Toys,537,30,161.1,375.9,3,1127.7,Bangalore,Debit Card,Delivered,4.0,Budget,2025,12,December,4,Monday,49
ORD100354,2025-09-13,CUST80532,Accessories,Wallets,HRX,HRX Wallets,1392,10,139.2,1252.8,1,1252.8,Bangalore,Debit Card,Delivered,5.0,Budget,2025,9,September,3,Saturday,37
ORD100355,2025-05-30,CUST56646,Accessories,Sunglasses,Libas,Libas Sunglasses,786,10,78.6,707.4,1,707.4,Hyderabad,Debit Card,Returned,,Budget,2025,5,May,2,Friday,22
ORD100356,2025-09-14,CUST94425,Accessories,Jewelry,Van Heusen,Van Heusen Jewelry,4069,10,406.9,3662.1,1,3662.1,Hyderabad,Credit Card,Delivered,5.0,Mid-tier,2025,9,September,3,Sunday,37
ORD100357,2025-05-03,CUST54435,Accessories,Bags,W,W Bags,3367,20,673.4,2693.6,1,2693.6,Delhi,Net Banking,Delivered,5.0,Mid-tier,2025,5,May,2,Saturday,18
ORD100358,2025-09-05,CUST29404,Accessories,Bags,Puma,Puma Bags,3289,10,328.9,2960.1,3,8880.3,Delhi,UPI,Delivered,5.0,Premium,2025,9,September,3,Friday,36
ORD100359,2025-01-06,CUST99049,Kids,Shoes,Allen Solly,Allen Solly Shoes,4020,30,1206.0,2814.0,1,2814.0,Mumbai,UPI,Returned,,Mid-tier,2025,1,January,1,Monday,2
ORD100360,2025-05-04,CUST64199,Women,Shoes,HRX,HRX Shoes,3365,10,336.5,3028.5,3,9085.5,Chandigarh,UPI,Delivered,5.0,Premium,2025,5,May,2,Sunday,18
ORD100361,2025-06-08,CUST66583,Accessories,Jewelry,Mast & Harbour,Mast & Harbour Jewelry,763,10,76.3,686.7,3,2060.1,Kolkata,Credit Card,Delivered,3.0,Mid-tier,2025,6,June,2,Sunday,23
ORD100362,2025-04-09,CUST44314,Accessories,Sunglasses,Forever 21,Forever 21 Sunglasses,1586,20,317.2,1268.8,1,1268.8,Delhi,Credit Card,Delivered,4.0,Budget,2025,4,April,2,Wednesday,15
ORD100363,2025-09-13,CUST67124,Women,Shoes,Mast & Harbour,Mast & Harbour Shoes,3774,0,0.0,3774.0,1,3774.0,Jaipur,Wallet,Delivered,4.0,Mid-tier,2025,9,September,3,Saturday,37
ORD100364,2025-12-06,CUST92956,Kids,Toys,Mast & Harbour,Mast & Harbour Toys,237,20,47.4,189.6,1,189.6,Chennai,Credit Card,Delivered,3.0,Budget,2025,12,December,4,Saturday,49
ORD100365,2025-05-26,CUST57295,Kids,Dresses,HRX,HRX Dresses,2610,10,261.0,2349.0,1,2349.0,Hyderabad,Net Banking,Delivered,4.0,Mid-tier,2025,5,May,2,Monday,22
ORD100366,2025-04-02,CUST40134,Accessories,Sunglasses,Roadster,Roadster Sunglasses,1769,30,530.7,1238.3,1,1238.3,Lucknow,Debit Card,Delivered,4.0,Budget,2025,4,April,2,Wednesday,14
ORD100367,2025-03-10,CUST68870,Accessories,Belts,Wrogn,Wrogn Belts,697,0,0.0,697.0,1,697.0,Pune,UPI,Delivered,5.0,Budget,2025,3,March,1,Monday,11
ORD100368,2025-07-17,CUST27618,Kids,Toys,Biba,Biba Toys,399,10,39.9,359.1,1,359.1,Indore,Debit Card,Returned,,Budget,2025,7,July,3,Thursday,29
ORD100369,2024-12-29,CUST81045,Accessories,Bags,Allen Solly,Allen Solly Bags,2531,40,1012.4,1518.6,2,3037.2,Bangalore,UPI,Delivered,5.0,Mid-tier,2024,12,December,4,Sunday,52
ORD100370,2025-10-17,CUST90357,Accessories,Bags,Levis,Levis Bags,4594,20,918.8,3675.2,1,3675.2,Hyderabad,COD,Delivered,5.0,Mid-tier,2025,10,October,4,Friday,42
ORD100371,2025-04-21,CUST82391,Men,Shoes,H&M,H&M Shoes,1518,0,0.0,1518.0,2,3036.0,Pune,UPI,Delivered,4.0,Mid-tier,2025,4,April,2,Monday,17
ORD100372,2025-03-20,CUST22100,Women,Jeans,Wrogn,Wrogn Jeans,1999,20,399.8,1599.2,1,1599.2,Chennai,UPI,Delivered,4.0,Budget,2025,3,March,1,Thursday,12
ORD100373,2025-08-18,CUST28931,Accessories,Bags,Biba,Biba Bags,3285,10,328.5,2956.5,1,2956.5,Mumbai,Credit Card,Delivered,4.0,Mid-tier,2025,8,August,3,Monday,34
ORD100374,2025-09-10,CUST87273,Accessories,Belts,Allen Solly,Allen Solly Belts,1029,0,0.0,1029.0,1,1029.0,Chandigarh,UPI,Delivered,5.0,Budget,2025,9,September,3,Wednesday,37
ORD100375,2025-06-18,CUST44524,Accessories,Belts,Forever 21,Forever 21 Belts,584,30,175.2,408.8,2,817.6,Delhi,Credit Card,Delivered,4.0,Budget,2025,6,June,2,Wednesday,25
ORD100376,2025-02-04,CUST88388,Men,Jeans,W,W Jeans,2023,10,202.3,1820.7,2,3641.4,Pune,UPI,Delivered,5.0,Mid-tier,2025,2,February,1,Tuesday,6
ORD100377,2025-04-27,CUST46639,Women,Handbags,Roadster,Roadster Handbags,1866,0,0.0,1866.0,1,1866.0,Indore,UPI,Delivered,5.0,Budget,2025,4,April,2,Sunday,17
ORD100378,2025-02-21,CUST38810,Kids,Shoes,Roadster,Roadster Shoes,2953,20,590.6,2362.4,1,2362.4,Pune,Credit Card,Delivered,4.0,Mid-tier,2025,2,February,1,Friday,8
ORD100379,2025-07-20,CUST35068,Men,Jackets,Allen Solly,Allen Solly Jackets,4777,30,1433.1,3343.9,1,3343.9,Bangalore,UPI,Delivered,4.0,Mid-tier,2025,7,July,3,Sunday,29
ORD100380,2025-04-29,CUST20234,Accessories,Sunglasses,H&M,H&M Sunglasses,1585,0,0.0,1585.0,1,1585.0,Mumbai,UPI,Delivered,4.0,Budget,2025,4,April,2,Tuesday,18
ORD100381,2025-01-18,CUST10307,Kids,Toys,Nike,Nike Toys,1616,40,646.4,969.6,1,969.6,Lucknow,UPI,Delivered,5.0,Budget,2025,1,January,1,Saturday,3
ORD100382,2025-03-04,CUST14992,Women,Sarees,Zara,Zara Sarees,8772,0,0.0,8772.0,1,8772.0,Lucknow,Debit Card,Delivered,5.0,Premium,2025,3,March,1,Tuesday,10
ORD100383,2025-07-07,CUST92103,Women,Sarees,Puma,Puma Sarees,4562,0,0.0,4562.0,1,4562.0,Indore,Debit Card,Delivered,4.0,Mid-tier,2025,7,July,3,Monday,28
ORD100384,2025-09-27,CUST54041,Kids,Dresses,Mast & Harbour,Mast & Harbour Dresses,1695,20,339.0,1356.0,2,2712.0,Bangalore,COD,Delivered,5.0,Mid-tier,2025,9,September,3,Saturday,39
ORD100385,2025-04-03,CUST16305,Kids,Jeans,Wrogn,Wrogn Jeans,903,10,90.3,812.7,1,812.7,Pune,COD,Returned,,Budget,2025,4,April,2,Thursday,14
ORD100386,2025-04-22,CUST39523,Kids,T-Shirts,H&M,H&M T-Shirts,968,30,290.4,677.6,1,677.6,Mumbai,Net Banking,Delivered,4.0,Budget,2025,4,April,2,Tuesday,17
ORD100387,2025-10-01,CUST84711,Men,Watches,Libas,Libas Watches,6042,30,1812.6,4229.4,1,4229.4,Jaipur,Debit Card,Delivered,3.0,Mid-tier,2025,10,October,4,Wednesday,40
ORD100388,2025-12-10,CUST66561,Kids,Shoes,Zara,Zara Shoes,4924,30,1477.2,3446.8,1,3446.8,Lucknow,Debit Card,Delivered,5.0,Mid-tier,2025,12,December,4,Wednesday,50
ORD100389,2025-02-10,CUST44028,Accessories,Jewelry,Biba,Biba Jewelry,2015,10,201.5,1813.5,1,1813.5,Hyderabad,Credit Card,Delivered,5.0,Budget,2025,2,February,1,Monday,7
ORD100390,2025-12-06,CUST60042,Accessories,Wallets,HRX,HRX Wallets,506,10,50.6,455.4,1,455.4,Ahmedabad,Debit Card,Returned,,Budget,2025,12,December,4,Saturday,49
ORD100391,2025-07-19,CUST75006,Women,Shoes,Van Heusen,Van Heusen Shoes,4813,30,1443.9,3369.1,1,3369.1,Delhi,Credit Card,Delivered,5.0,Mid-tier,2025,7,July,3,Saturday,29
ORD100392,2025-09-15,CUST82373,Accessories,Jewelry,W,W Jewelry,2731,0,0.0,2731.0,1,2731.0,Lucknow,Net Banking,Delivered,4.0,Mid-tier,2025,9,September,3,Monday,38
ORD100393,2025-07-07,CUST76125,Accessories,Sunglasses,Forever 21,Forever 21 Sunglasses,1100,0,0.0,1100.0,2,2200.0,Hyderabad,UPI,Delivered,3.0,Mid-tier,2025,7,July,3,Monday,28
ORD100394,2025-05-03,CUST23269,Women,Kurtis,Biba,Biba Kurtis,913,10,91.3,821.7,2,1643.4,Lucknow,UPI,Delivered,3.0,Budget,2025,5,May,2,Saturday,18
ORD100395,2024-12-16,CUST85139,Women,Sarees,Puma,Puma Sarees,1708,30,512.4,1195.6,1,1195.6,Mumbai,COD,Delivered,4.0,Budget,2024,12,December,4,Monday,51
ORD100396,2025-01-24,CUST28323,Kids,Jeans,HRX,HRX Jeans,1549,30,464.7,1084.3,1,1084.3,Chennai,UPI,Returned,,Budget,2025,1,January,1,Friday,4
ORD100397,2025-01-24,CUST71381,Accessories,Jewelry,Forever 21,Forever 21 Jewelry,2709,50,1354.5,1354.5,1,1354.5,Lucknow,UPI,Delivered,4.0,Budget,2025,1,January,1,Friday,4
ORD100398,2025-10-31,CUST15313,Accessories,Wallets,AND,AND Wallets,1130,40,452.0,678.0,1,678.0,Bangalore,Credit Card,Delivered,5.0,Budget,2025,10,October,4,Friday,44
ORD100399,2025-06-30,CUST43769,Kids,Toys,H&M,H&M Toys,781,30,234.3,546.7,2,1093.4,Jaipur,Debit Card,Delivered,4.0,Budget,2025,6,June,2,Monday,27
ORD100400,2025-06-26,CUST20589,Men,Jackets,Levis,Levis Jackets,5769,20,1153.8,4615.2,1,4615.2,Hyderabad,COD,Delivered,3.0,Mid-tier,2025,6,June,2,Thursday,26
ORD100401,2025-03-14,CUST19417,Kids,Dresses,W,W Dresses,2046,10,204.6,1841.4,1,1841.4,Chennai,Credit Card,Returned,,Budget,2025,3,March,1,Friday,11
ORD100402,2025-10-30,CUST53856,Women,Jeans,HRX,HRX Jeans,2223,30,666.9,1556.1,1,1556.1,Jaipur,Credit Card,Returned,,Budget,2025,10,October,4,Thursday,44
ORD100403,2025-09-28,CUST64786,Women,Dresses,AND,AND Dresses,3405,0,0.0,3405.0,3,10215.0,Jaipur,UPI,Delivered,5.0,Premium,2025,9,September,3,Sunday,39
ORD100404,2025-04-03,CUST45699,Kids,T-Shirts,Van Heusen,Van Heusen T-Shirts,1481,20,296.2,1184.8,1,1184.8,Pune,Debit Card,Delivered,4.0,Budget,2025,4,April,2,Thursday,14
ORD100405,2025-01-05,CUST16782,Women,Shoes,Mast & Harbour,Mast & Harbour Shoes,1815,30,544.5,1270.5,1,1270.5,Jaipur,Credit Card,Delivered,4.0,Budget,2025,1,January,1,Sunday,1
ORD100406,2025-09-03,CUST95712,Kids,Jeans,HRX,HRX Jeans,2419,20,483.8,1935.2,3,5805.6,Delhi,COD,Delivered,3.0,Premium,2025,9,September,3,Wednesday,36
ORD100407,2025-11-07,CUST89211,Accessories,Sunglasses,Zara,Zara Sunglasses,2285,30,685.5,1599.5,1,1599.5,Chandigarh,Debit Card,Delivered,5.0,Budget,2025,11,November,4,Friday,45
ORD100408,2025-11-09,CUST22205,Accessories,Belts,W,W Belts,370,40,148.0,222.0,1,222.0,Ahmedabad,Credit Card,Delivered,4.0,Budget,2025,11,November,4,Sunday,45
ORD100409,2025-02-12,CUST78379,Men,T-Shirts,Nike,Nike T-Shirts,1918,30,575.4,1342.6,1,1342.6,Hyderabad,Debit Card,Returned,,Budget,2025,2,February,1,Wednesday,7
ORD100410,2025-05-11,CUST96210,Accessories,Belts,Levis,Levis Belts,1228,10,122.8,1105.2,1,1105.2,Chennai,UPI,Delivered,4.0,Budget,2025,5,May,2,Sunday,19
ORD100411,2025-01-01,CUST51743,Accessories,Jewelry,Puma,Puma Jewelry,1129,20,225.8,903.2,1,903.2,Delhi,Credit Card,Delivered,4.0,Budget,2025,1,January,1,Wednesday,1
ORD100412,2025-01-14,CUST55896,Men,Jeans,Nike,Nike Jeans,3332,20,666.4,2665.6,1,2665.6,Pune,Credit Card,Delivered,5.0,Mid-tier,2025,1,January,1,Tuesday,3
ORD100413,2025-11-11,CUST69222,Men,Trousers,Van Heusen,Van Heusen Trousers,2836,10,283.6,2552.4,1,2552.4,Chandigarh,Debit Card,Delivered,4.0,Mid-tier,2025,11,November,4,Tuesday,46
ORD100414,2025-09-27,CUST87986,Men,Shirts,Van Heusen,Van Heusen Shirts,2716,10,271.6,2444.4,1,2444.4,Jaipur,UPI,Delivered,5.0,Mid-tier,2025,9,September,3,Saturday,39
ORD100415,2025-09-25,CUST48751,Women,Jeans,Mast & Harbour,Mast & Harbour Jeans,928,10,92.8,835.2,1,835.2,Pune,COD,Delivered,5.0,Budget,2025,9,September,3,Thursday,39
ORD100416,2025-11-17,CUST71386,Accessories,Belts,W,W Belts,604,20,120.8,483.2,1,483.2,Indore,Credit Card,Delivered,5.0,Budget,2025,11,November,4,Monday,47
ORD100417,2025-06-28,CUST51777,Women,Tops,Nike,Nike Tops,1856,0,0.0,1856.0,1,1856.0,Chandigarh,Wallet,Delivered,4.0,Budget,2025,6,June,2,Saturday,26
ORD100418,2025-09-20,CUST89443,Men,Shoes,H&M,H&M Shoes,1454,0,0.0,1454.0,1,1454.0,Hyderabad,Credit Card,Delivered,4.0,Budget,2025,9,September,3,Saturday,38
ORD100419,2025-10-05,CUST39092,Accessories,Sunglasses,Biba,Biba Sunglasses,1514,30,454.2,1059.8,1,1059.8,Hyderabad,Credit Card,Delivered,5.0,Budget,2025,10,October,4,Sunday,40
ORD100420,2025-12-09,CUST15543,Kids,T-Shirts,AND,AND T-Shirts,460,10,46.0,414.0,1,414.0,Jaipur,UPI,Delivered,3.0,Budget,2025,12,December,4,Tuesday,50
ORD100421,2025-07-25,CUST58803,Accessories,Bags,Levis,Levis Bags,3558,20,711.6,2846.4,1,2846.4,Ahmedabad,UPI,Delivered,5.0,Mid-tier,2025,7,July,3,Friday,30
ORD100422,2025-06-23,CUST26663,Men,Watches,Wrogn,Wrogn Watches,3659,10,365.9,3293.1,1,3293.1,Kolkata,Credit Card,Delivered,5.0,Mid-tier,2025,6,June,2,Monday,26
ORD100423,2025-05-22,CUST89267,Accessories,Belts,Wrogn,Wrogn Belts,448,0,0.0,448.0,2,896.0,Hyderabad,UPI,Delivered,5.0,Budget,2025,5,May,2,Thursday,21
ORD100424,2025-07-16,CUST27046,Accessories,Sunglasses,Biba,Biba Sunglasses,662,10,66.2,595.8,1,595.8,Chandigarh,Credit Card,Returned,,Budget,2025,7,July,3,Wednesday,29
ORD100425,2025-05-09,CUST66918,Accessories,Wallets,Libas,Libas Wallets,1108,10,110.8,997.2,2,1994.4,Pune,Credit Card,Delivered,5.0,Budget,2025,5,May,2,Friday,19
ORD100426,2025-10-17,CUST66063,Kids,Shoes,H&M,H&M Shoes,2955,40,1182.0,1773.0,1,1773.0,Chandigarh,Debit Card,Returned,,Budget,2025,10,October,4,Friday,42
ORD100427,2025-08-13,CUST79590,Kids,Jeans,Forever 21,Forever 21 Jeans,1274,0,0.0,1274.0,1,1274.0,Ahmedabad,COD,Delivered,5.0,Budget,2025,8,August,3,Wednesday,33
ORD100428,2025-09-22,CUST42467,Women,Handbags,H&M,H&M Handbags,3577,0,0.0,3577.0,1,3577.0,Indore,Credit Card,Delivered,5.0,Mid-tier,2025,9,September,3,Monday,39
ORD100429,2025-11-20,CUST95886,Kids,Toys,AND,AND Toys,809,40,323.6,485.4,1,485.4,Lucknow,UPI,Delivered,4.0,Budget,2025,11,November,4,Thursday,47
ORD100430,2025-11-16,CUST15594,Women,Kurtis,AND,AND Kurtis,1445,20,289.0,1156.0,2,2312.0,Indore,UPI,Delivered,5.0,Mid-tier,2025,11,November,4,Sunday,46
ORD100431,2025-08-28,CUST62664,Kids,Jeans,Puma,Puma Jeans,1785,10,178.5,1606.5,1,1606.5,Hyderabad,Debit Card,Delivered,5.0,Budget,2025,8,August,3,Thursday,35
ORD100432,2025-01-23,CUST66396,Kids,Shoes,Allen Solly,Allen Solly Shoes,1656,10,165.6,1490.4,1,1490.4,Indore,Net Banking,Delivered,5.0,Budget,2025,1,January,1,Thursday,4
ORD100433,2025-09-05,CUST52431,Kids,Jeans,Mast & Harbour,Mast & Harbour Jeans,1209,30,362.7,846.3,1,846.3,Hyderabad,Debit Card,Delivered,5.0,Budget,2025,9,September,3,Friday,36
ORD100434,2025-02-14,CUST70739,Kids,Jeans,W,W Jeans,1174,0,0.0,1174.0,2,2348.0,Jaipur,UPI,Delivered,4.0,Mid-tier,2025,2,February,1,Friday,7
ORD100435,2025-01-31,CUST84328,Men,Jackets,Libas,Libas Jackets,5191,20,1038.2,4152.8,1,4152.8,Hyderabad,Debit Card,Cancelled,,Mid-tier,2025,1,January,1,Friday,5
ORD100436,2025-08-28,CUST37052,Kids,T-Shirts,Levis,Levis T-Shirts,1764,10,176.4,1587.6,1,1587.6,Pune,Debit Card,Delivered,4.0,Budget,2025,8,August,3,Thursday,35
ORD100437,2025-02-03,CUST30827,Men,Jeans,Roadster,Roadster Jeans,1986,0,0.0,1986.0,1,1986.0,Mumbai,Credit Card,Delivered,5.0,Budget,2025,2,February,1,Monday,6
ORD100438,2025-06-02,CUST74757,Kids,T-Shirts,Puma,Puma T-Shirts,916,10,91.6,824.4,1,824.4,Chennai,Debit Card,Delivered,4.0,Budget,2025,6,June,2,Monday,23
ORD100439,2024-12-18,CUST97535,Women,Dresses,Forever 21,Forever 21 Dresses,1791,10,179.1,1611.9,1,1611.9,Delhi,Debit Card,Delivered,3.0,Budget,2024,12,December,4,Wednesday,51
ORD100440,2025-06-17,CUST20310,Women,Sarees,Forever 21,Forever 21 Sarees,1642,0,0.0,1642.0,1,1642.0,Delhi,COD,Delivered,4.0,Budget,2025,6,June,2,Tuesday,25
ORD100441,2025-09-29,CUST10507,Women,Sarees,HRX,HRX Sarees,6401,10,640.1,5760.9,1,5760.9,Bangalore,Credit Card,Delivered,5.0,Premium,2025,9,September,3,Monday,40
ORD100442,2024-12-28,CUST81947,Kids,Dresses,AND,AND Dresses,3188,10,318.8,2869.2,1,2869.2,Chennai,Net Banking,Delivered,5.0,Mid-tier,2024,12,December,4,Saturday,52
ORD100443,2025-08-25,CUST34594,Kids,Dresses,Biba,Biba Dresses,3036,20,607.2,2428.8,1,2428.8,Kolkata,Debit Card,Cancelled,,Mid-tier,2025,8,August,3,Monday,35
ORD100444,2025-01-10,CUST95414,Men,Shirts,Roadster,Roadster Shirts,1751,30,525.3,1225.7,1,1225.7,Jaipur,COD,Delivered,4.0,Budget,2025,1,January,1,Friday,2
ORD100445,2025-08-03,CUST28690,Women,Kurtis,W,W Kurtis,1268,10,126.8,1141.2,1,1141.2,Pune,COD,Delivered,4.0,Budget,2025,8,August,3,Sunday,31
ORD100446,2025-12-10,CUST39793,Kids,Dresses,HRX,HRX Dresses,1178,10,117.8,1060.2,1,1060.2,Ahmedabad,UPI,Delivered,5.0,Budget,2025,12,December,4,Wednesday,50
ORD100447,2025-01-05,CUST67608,Kids,T-Shirts,AND,AND T-Shirts,522,20,104.4,417.6,1,417.6,Lucknow,Credit Card,Delivered,5.0,Budget,2025,1,January,1,Sunday,1
ORD100448,2025-01-22,CUST10924,Men,Jeans,Mast & Harbour,Mast & Harbour Jeans,2073,30,621.9,1451.1,1,1451.1,Chandigarh,Credit Card,Delivered,4.0,Budget,2025,1,January,1,Wednesday,4
ORD100449,2025-01-15,CUST19095,Women,Sarees,W,W Sarees,4364,30,1309.2,3054.8,1,3054.8,Ahmedabad,Net Banking,Delivered,5.0,Mid-tier,2025,1,January,1,Wednesday,3
ORD100450,2025-03-06,CUST63051,Kids,Toys,Allen Solly,Allen Solly Toys,1238,10,123.8,1114.2,2,2228.4,Kolkata,Credit Card,Delivered,3.0,Mid-tier,2025,3,March,1,Thursday,10
ORD100451,2025-09-15,CUST19837,Accessories,Sunglasses,Adidas,Adidas Sunglasses,2526,0,0.0,2526.0,2,5052.0,Ahmedabad,Debit Card,Delivered,4.0,Premium,2025,9,September,3,Monday,38
ORD100452,2025-06-17,CUST89854,Women,Shoes,AND,AND Shoes,3783,0,0.0,3783.0,1,3783.0,Kolkata,COD,Delivered,4.0,Mid-tier,2025,6,June,2,Tuesday,25
ORD100453,2025-11-10,CUST69872,Accessories,Belts,W,W Belts,435,20,87.0,348.0,1,348.0,Chennai,Credit Card,Delivered,5.0,Budget,2025,11,November,4,Monday,46
ORD100454,2024-12-17,CUST95961,Accessories,Jewelry,Biba,Biba Jewelry,446,10,44.6,401.4,2,802.8,Pune,Credit Card,Delivered,5.0,Budget,2024,12,December,4,Tuesday,51
ORD100455,2025-04-04,CUST39709,Kids,T-Shirts,HRX,HRX T-Shirts,333,10,33.3,299.7,1,299.7,Hyderabad,UPI,Delivered,5.0,Budget,2025,4,April,2,Friday,14
ORD100456,2025-07-13,CUST93232,Kids,Jeans,Wrogn,Wrogn Jeans,1237,0,0.0,1237.0,2,2474.0,Bangalore,UPI,Delivered,4.0,Mid-tier,2025,7,July,3,Sunday,28
ORD100457,2025-01-17,CUST91533,Women,Jeans,H&M,H&M Jeans,925,20,185.0,740.0,1,740.0,Pune,UPI,Delivered,5.0,Budget,2025,1,January,1,Friday,3
ORD100458,2025-06-02,CUST14758,Women,Sarees,Allen Solly,Allen Solly Sarees,5179,30,1553.7,3625.3,1,3625.3,Bangalore,UPI,Delivered,4.0,Mid-tier,2025,6,June,2,Monday,23
ORD100459,2025-05-18,CUST44650,Men,Jeans,W,W Jeans,2047,10,204.7,1842.3,1,1842.3,Indore,Credit Card,Delivered,3.0,Budget,2025,5,May,2,Sunday,20
ORD100460,2025-05-30,CUST79876,Kids,Dresses,AND,AND Dresses,2986,10,298.6,2687.4,1,2687.4,Jaipur,Net Banking,Delivered,5.0,Mid-tier,2025,5,May,2,Friday,22
ORD100461,2025-02-26,CUST61137,Men,Watches,Adidas,Adidas Watches,9675,0,0.0,9675.0,1,9675.0,Jaipur,Debit Card,Delivered,5.0,Premium,2025,2,February,1,Wednesday,9
ORD100462,2025-01-18,CUST11378,Women,Kurtis,HRX,HRX Kurtis,1332,40,532.8,799.2,1,799.2,Mumbai,Credit Card,Delivered,5.0,Budget,2025,1,January,1,Saturday,3
ORD100463,2025-11-20,CUST95473,Men,Jeans,Roadster,Roadster Jeans,951,10,95.1,855.9,2,1711.8,Jaipur,Debit Card,Delivered,5.0,Budget,2025,11,November,4,Thursday,47
ORD100464,2025-01-05,CUST93791,Accessories,Wallets,Van Heusen,Van Heusen Wallets,2389,20,477.8,1911.2,1,1911.2,Indore,Net Banking,Delivered,4.0,Budget,2025,1,January,1,Sunday,1
ORD100465,2025-01-25,CUST76537,Women,Kurtis,Puma,Puma Kurtis,1371,10,137.1,1233.9,1,1233.9,Lucknow,UPI,Delivered,4.0,Budget,2025,1,January,1,Saturday,4
ORD100466,2025-08-12,CUST56216,Men,T-Shirts,W,W T-Shirts,814,10,81.4,732.6,1,732.6,Lucknow,COD,Delivered,4.0,Budget,2025,8,August,3,Tuesday,33
ORD100467,2025-10-15,CUST46444,Men,Watches,Adidas,Adidas Watches,7786,40,3114.4,4671.6,2,9343.2,Chennai,Wallet,Delivered,4.0,Premium,2025,10,October,4,Wednesday,42
ORD100468,2024-12-19,CUST22940,Kids,T-Shirts,HRX,HRX T-Shirts,783,10,78.3,704.7,2,1409.4,Indore,Debit Card,Returned,,Budget,2024,12,December,4,Thursday,51
ORD100469,2025-02-22,CUST71084,Accessories,Belts,Levis,Levis Belts,1344,20,268.8,1075.2,1,1075.2,Lucknow,Net Banking,Delivered,5.0,Budget,2025,2,February,1,Saturday,8
ORD100470,2025-09-13,CUST10731,Accessories,Sunglasses,Biba,Biba Sunglasses,1652,30,495.6,1156.4,1,1156.4,Lucknow,UPI,Delivered,3.0,Budget,2025,9,September,3,Saturday,37
ORD100471,2025-02-24,CUST10893,Women,Sarees,Adidas,Adidas Sarees,7977,10,797.7,7179.3,1,7179.3,Ahmedabad,Net Banking,Delivered,4.0,Premium,2025,2,February,1,Monday,9
ORD100472,2025-01-15,CUST97029,Kids,T-Shirts,Puma,Puma T-Shirts,765,30,229.5,535.5,2,1071.0,Ahmedabad,Net Banking,Delivered,5.0,Budget,2025,1,January,1,Wednesday,3
ORD100473,2025-03-04,CUST82227,Women,Dresses,Biba,Biba Dresses,1571,20,314.2,1256.8,2,2513.6,Jaipur,COD,Delivered,5.0,Mid-tier,2025,3,March,1,Tuesday,10
ORD100474,2025-04-16,CUST23386,Men,Watches,Forever 21,Forever 21 Watches,3377,10,337.7,3039.3,1,3039.3,Hyderabad,Credit Card,Delivered,3.0,Mid-tier,2025,4,April,2,Wednesday,16
ORD100475,2025-02-03,CUST80714,Accessories,Wallets,Allen Solly,Allen Solly Wallets,577,30,173.1,403.9,1,403.9,Pune,Credit Card,Delivered,5.0,Budget,2025,2,February,1,Monday,6
ORD100476,2025-10-19,CUST60906,Women,Sarees,Zara,Zara Sarees,7377,30,2213.1,5163.9,1,5163.9,Hyderabad,Credit Card,Delivered,5.0,Premium,2025,10,October,4,Sunday,42
ORD100477,2025-10-05,CUST21695,Men,T-Shirts,Nike,Nike T-Shirts,1563,30,468.9,1094.1,1,1094.1,Kolkata,Wallet,Returned,,Budget,2025,10,October,4,Sunday,40
ORD100478,2025-06-04,CUST40480,Women,Jeans,Libas,Libas Jeans,1245,20,249.0,996.0,2,1992.0,Indore,UPI,Delivered,4.0,Budget,2025,6,June,2,Wednesday,23
ORD100479,2025-07-05,CUST53254,Women,Handbags,W,W Handbags,2404,10,240.4,2163.6,2,4327.2,Ahmedabad,UPI,Delivered,5.0,Mid-tier,2025,7,July,3,Saturday,27
ORD100480,2025-11-30,CUST72699,Accessories,Jewelry,Forever 21,Forever 21 Jewelry,3127,50,1563.5,1563.5,1,1563.5,Jaipur,Credit Card,Delivered,4.0,Budget,2025,11,November,4,Sunday,48
ORD100481,2025-06-21,CUST23668,Men,T-Shirts,Puma,Puma T-Shirts,312,30,93.6,218.4,1,218.4,Jaipur,UPI,Delivered,4.0,Budget,2025,6,June,2,Saturday,25
